"","COW_ALPHA","leftright","year","sex","age"
"919","USA",6,1995,1,37
"920","USA",4,1995,1,18
"921","USA",6,1995,2,64
"922","USA",5,1995,2,85
"923","USA",3,1995,1,36
"924","USA",5,1995,2,27
"925","USA",4,1995,1,66
"926","USA",8,1995,1,70
"927","USA",10,1995,2,87
"928","USA",10,1995,1,34
"929","USA",7,1995,2,21
"930","USA",6,1995,1,26
"931","USA",5,1995,2,24
"932","USA",6,1995,2,65
"933","USA",5,1995,2,27
"934","USA",5,1995,1,28
"935","USA",7,1995,2,49
"936","USA",5,1995,1,64
"937","USA",8,1995,2,70
"938","USA",5,1995,1,73
"939","USA",NA,1995,2,-1
"940","USA",4,1995,1,-1
"941","USA",5,1995,2,70
"942","USA",2,1995,2,72
"943","USA",5,1995,1,49
"944","USA",5,1995,1,29
"945","USA",8,1995,1,68
"946","USA",6,1995,2,61
"947","USA",NA,1995,1,59
"948","USA",NA,1995,2,61
"949","USA",5,1995,2,63
"950","USA",9,1995,2,54
"951","USA",4,1995,2,32
"952","USA",6,1995,1,38
"953","USA",6,1995,2,82
"954","USA",6,1995,1,50
"955","USA",9,1995,1,20
"956","USA",6,1995,2,85
"957","USA",6,1995,1,88
"958","USA",5,1995,2,79
"959","USA",5,1995,1,25
"960","USA",5,1995,2,75
"961","USA",3,1995,1,67
"962","USA",10,1995,2,62
"963","USA",4,1995,1,62
"964","USA",6,1995,2,64
"965","USA",5,1995,1,78
"966","USA",5,1995,2,40
"967","USA",5,1995,2,48
"968","USA",10,1995,1,39
"969","USA",5,1995,1,31
"970","USA",5,1995,2,77
"971","USA",6,1995,2,43
"972","USA",7,1995,2,37
"973","USA",8,1995,2,40
"974","USA",5,1995,1,54
"975","USA",5,1995,2,55
"976","USA",7,1995,1,52
"977","USA",NA,1995,2,59
"978","USA",5,1995,2,61
"979","USA",1,1995,1,61
"980","USA",1,1995,1,48
"981","USA",2,1995,1,65
"982","USA",3,1995,2,44
"983","USA",2,1995,1,47
"984","USA",3,1995,2,46
"985","USA",5,1995,2,76
"986","USA",NA,1995,1,32
"987","USA",3,1995,2,57
"988","USA",5,1995,2,71
"989","USA",9,1995,1,46
"990","USA",8,1995,1,65
"991","USA",NA,1995,1,39
"992","USA",6,1995,1,53
"993","USA",7,1995,2,71
"994","USA",5,1995,2,72
"995","USA",5,1995,2,28
"996","USA",5,1995,1,45
"997","USA",6,1995,2,22
"998","USA",NA,1995,1,29
"999","USA",NA,1995,1,49
"1000","USA",NA,1995,1,49
"1001","USA",NA,1995,2,34
"1002","USA",NA,1995,1,18
"1003","USA",7,1995,1,69
"1004","USA",8,1995,1,42
"1005","USA",9,1995,2,52
"1006","USA",6,1995,2,49
"1007","USA",5,1995,1,30
"1008","USA",10,1995,2,34
"1009","USA",NA,1995,2,47
"1010","USA",5,1995,2,60
"1011","USA",5,1995,1,74
"1012","USA",3,1995,1,43
"1013","USA",3,1995,1,71
"1014","USA",6,1995,2,77
"1015","USA",5,1995,2,51
"1016","USA",3,1995,1,51
"1017","USA",8,1995,1,28
"1018","USA",5,1995,2,63
"1019","USA",4,1995,1,37
"1020","USA",4,1995,2,44
"1021","USA",5,1995,2,48
"1022","USA",3,1995,1,32
"1023","USA",2,1995,2,31
"1024","USA",8,1995,2,55
"1025","USA",5,1995,1,18
"1026","USA",7,1995,1,50
"1027","USA",5,1995,1,66
"1028","USA",5,1995,2,71
"1029","USA",6,1995,2,35
"1030","USA",NA,1995,2,27
"1031","USA",6,1995,1,35
"1032","USA",7,1995,1,49
"1033","USA",7,1995,2,41
"1034","USA",8,1995,1,25
"1035","USA",5,1995,2,25
"1036","USA",6,1995,2,67
"1037","USA",6,1995,1,43
"1038","USA",6,1995,1,-1
"1039","USA",6,1995,2,38
"1040","USA",6,1995,1,73
"1041","USA",5,1995,2,26
"1042","USA",7,1995,2,30
"1043","USA",NA,1995,2,71
"1044","USA",7,1995,1,49
"1045","USA",6,1995,2,42
"1046","USA",6,1995,1,25
"1047","USA",7,1995,1,-1
"1048","USA",3,1995,1,40
"1049","USA",5,1995,2,24
"1050","USA",4,1995,2,45
"1051","USA",4,1995,1,26
"1052","USA",5,1995,1,74
"1053","USA",4,1995,1,46
"1054","USA",5,1995,2,38
"1055","USA",5,1995,2,44
"1056","USA",5,1995,2,23
"1057","USA",10,1995,1,83
"1058","USA",9,1995,2,70
"1059","USA",7,1995,1,81
"1060","USA",6,1995,1,50
"1061","USA",4,1995,2,36
"1062","USA",6,1995,1,18
"1063","USA",6,1995,2,72
"1064","USA",1,1995,2,38
"1065","USA",6,1995,2,32
"1066","USA",6,1995,1,34
"1067","USA",6,1995,1,30
"1068","USA",5,1995,1,45
"1069","USA",6,1995,1,73
"1070","USA",10,1995,2,45
"1071","USA",7,1995,1,51
"1072","USA",7,1995,2,44
"1073","USA",9,1995,1,65
"1074","USA",8,1995,1,33
"1075","USA",5,1995,2,65
"1076","USA",5,1995,2,41
"1077","USA",NA,1995,2,26
"1078","USA",5,1995,1,39
"1079","USA",7,1995,2,38
"1080","USA",7,1995,1,46
"1081","USA",5,1995,2,44
"1082","USA",1,1995,1,60
"1083","USA",7,1995,1,41
"1084","USA",6,1995,2,33
"1085","USA",9,1995,2,75
"1086","USA",6,1995,2,76
"1087","USA",7,1995,1,58
"1088","USA",4,1995,1,54
"1089","USA",5,1995,2,55
"1090","USA",3,1995,2,83
"1091","USA",7,1995,1,61
"1092","USA",8,1995,1,75
"1093","USA",7,1995,1,39
"1094","USA",9,1995,1,72
"1095","USA",6,1995,2,57
"1096","USA",6,1995,1,34
"1097","USA",7,1995,1,21
"1098","USA",6,1995,2,42
"1099","USA",NA,1995,1,37
"1100","USA",9,1995,2,65
"1101","USA",5,1995,2,35
"1102","USA",10,1995,1,38
"1103","USA",3,1995,2,38
"1104","USA",NA,1995,2,36
"1105","USA",8,1995,1,49
"1106","USA",9,1995,2,32
"1107","USA",6,1995,1,81
"1108","USA",5,1995,1,65
"1109","USA",NA,1995,2,23
"1110","USA",6,1995,2,34
"1111","USA",9,1995,1,34
"1112","USA",5,1995,2,28
"1113","USA",5,1995,2,69
"1114","USA",5,1995,1,71
"1115","USA",7,1995,2,22
"1116","USA",7,1995,1,19
"1117","USA",4,1995,2,19
"1118","USA",6,1995,1,25
"1119","USA",3,1995,2,30
"1120","USA",4,1995,2,27
"1121","USA",4,1995,1,56
"1122","USA",6,1995,2,63
"1123","USA",5,1995,1,56
"1124","USA",6,1995,2,58
"1125","USA",8,1995,1,62
"1126","USA",5,1995,2,38
"1127","USA",5,1995,1,21
"1128","USA",10,1995,1,52
"1129","USA",3,1995,1,38
"1130","USA",7,1995,1,27
"1131","USA",6,1995,2,78
"1132","USA",5,1995,1,33
"1133","USA",9,1995,1,40
"1134","USA",5,1995,1,39
"1135","USA",5,1995,2,52
"1136","USA",5,1995,2,42
"1137","USA",4,1995,2,77
"1138","USA",5,1995,1,62
"1139","USA",7,1995,1,73
"1140","USA",8,1995,2,60
"1141","USA",3,1995,2,55
"1142","USA",5,1995,1,18
"1143","USA",2,1995,2,42
"1144","USA",8,1995,1,44
"1145","USA",8,1995,2,35
"1146","USA",3,1995,1,37
"1147","USA",6,1995,1,34
"1148","USA",7,1995,2,63
"1149","USA",3,1995,2,45
"1150","USA",4,1995,2,46
"1151","USA",8,1995,1,33
"1152","USA",8,1995,1,72
"1153","USA",5,1995,1,68
"1154","USA",NA,1995,2,67
"1155","USA",6,1995,2,45
"1156","USA",5,1995,2,62
"1157","USA",6,1995,1,72
"1158","USA",NA,1995,2,48
"1159","USA",NA,1995,2,41
"1160","USA",3,1995,1,80
"1161","USA",5,1995,1,66
"1162","USA",5,1995,1,79
"1163","USA",NA,1995,2,78
"1164","USA",8,1995,2,25
"1165","USA",5,1995,2,73
"1166","USA",6,1995,2,22
"1167","USA",3,1995,1,41
"1168","USA",2,1995,1,18
"1169","USA",4,1995,1,29
"1170","USA",8,1995,2,68
"1171","USA",6,1995,2,66
"1172","USA",5,1995,1,46
"1173","USA",1,1995,1,19
"1174","USA",6,1995,1,68
"1175","USA",5,1995,2,66
"1176","USA",5,1995,2,64
"1177","USA",7,1995,2,71
"1178","USA",6,1995,1,25
"1179","USA",5,1995,1,72
"1180","USA",4,1995,2,67
"1181","USA",5,1995,2,55
"1182","USA",9,1995,1,57
"1183","USA",9,1995,1,69
"1184","USA",7,1995,1,91
"1185","USA",5,1995,2,44
"1186","USA",5,1995,2,78
"1187","USA",5,1995,2,48
"1188","USA",6,1995,2,65
"1189","USA",10,1995,1,67
"1190","USA",5,1995,2,29
"1191","USA",6,1995,2,29
"1192","USA",4,1995,2,33
"1193","USA",6,1995,2,54
"1194","USA",6,1995,1,37
"1195","USA",5,1995,1,47
"1196","USA",5,1995,2,66
"1197","USA",5,1995,1,47
"1198","USA",8,1995,1,66
"1199","USA",7,1995,2,48
"1200","USA",6,1995,1,30
"1201","USA",10,1995,1,35
"1202","USA",8,1995,2,41
"1203","USA",4,1995,2,59
"1204","USA",6,1995,1,42
"1205","USA",3,1995,2,38
"1206","USA",1,1995,2,27
"1207","USA",7,1995,2,58
"1208","USA",5,1995,2,20
"1209","USA",5,1995,1,32
"1210","USA",1,1995,1,30
"1211","USA",5,1995,1,32
"1212","USA",1,1995,2,72
"1213","USA",5,1995,2,73
"1214","USA",NA,1995,2,81
"1215","USA",10,1995,1,72
"1216","USA",5,1995,1,61
"1217","USA",NA,1995,1,74
"1218","USA",5,1995,2,45
"1219","USA",6,1995,1,73
"1220","USA",5,1995,1,47
"1221","USA",5,1995,1,87
"1222","USA",4,1995,1,50
"1223","USA",6,1995,2,37
"1224","USA",4,1995,2,37
"1225","USA",5,1995,1,58
"1226","USA",7,1995,1,25
"1227","USA",6,1995,2,26
"1228","USA",5,1995,1,55
"1229","USA",4,1995,1,27
"1230","USA",5,1995,2,81
"1231","USA",NA,1995,2,38
"1232","USA",6,1995,2,45
"1233","USA",5,1995,1,45
"1234","USA",5,1995,1,42
"1235","USA",5,1995,2,43
"1236","USA",NA,1995,1,19
"1237","USA",5,1995,2,37
"1238","USA",9,1995,1,55
"1239","USA",NA,1995,2,60
"1240","USA",9,1995,1,26
"1241","USA",5,1995,2,38
"1242","USA",4,1995,2,39
"1243","USA",7,1995,1,37
"1244","USA",6,1995,2,62
"1245","USA",4,1995,1,48
"1246","USA",6,1995,1,47
"1247","USA",6,1995,1,73
"1248","USA",5,1995,2,61
"1249","USA",10,1995,1,43
"1250","USA",5,1995,2,31
"1251","USA",5,1995,2,38
"1252","USA",5,1995,2,64
"1253","USA",5,1995,1,26
"1254","USA",5,1995,1,58
"1255","USA",5,1995,1,41
"1256","USA",5,1995,2,77
"1257","USA",10,1995,2,69
"1258","USA",6,1995,1,64
"1259","USA",8,1995,2,80
"1260","USA",6,1995,1,63
"1261","USA",6,1995,2,74
"1262","USA",5,1995,1,49
"1263","USA",8,1995,2,37
"1264","USA",5,1995,1,63
"1265","USA",6,1995,1,55
"1266","USA",5,1995,2,72
"1267","USA",4,1995,1,36
"1268","USA",6,1995,1,66
"1269","USA",5,1995,2,42
"1270","USA",5,1995,2,34
"1271","USA",5,1995,2,55
"1272","USA",5,1995,1,56
"1273","USA",5,1995,2,71
"1274","USA",6,1995,1,53
"1275","USA",NA,1995,1,29
"1276","USA",NA,1995,1,67
"1277","USA",5,1995,1,29
"1278","USA",6,1995,2,69
"1279","USA",6,1995,2,43
"1280","USA",NA,1995,2,-1
"1281","USA",6,1995,1,49
"1282","USA",5,1995,2,34
"1283","USA",4,1995,1,38
"1284","USA",4,1995,2,26
"1285","USA",5,1995,1,49
"1286","USA",1,1995,1,64
"1287","USA",1,1995,1,38
"1288","USA",1,1995,2,36
"1289","USA",5,1995,2,33
"1290","USA",2,1995,2,37
"1291","USA",5,1995,1,32
"1292","USA",6,1995,1,21
"1293","USA",10,1995,2,31
"1294","USA",5,1995,2,37
"1295","USA",8,1995,2,52
"1296","USA",NA,1995,1,25
"1297","USA",6,1995,2,52
"1298","USA",2,1995,2,49
"1299","USA",8,1995,1,65
"1300","USA",6,1995,2,55
"1301","USA",4,1995,1,50
"1302","USA",4,1995,1,48
"1303","USA",5,1995,2,85
"1304","USA",10,1995,1,79
"1305","USA",5,1995,1,64
"1306","USA",5,1995,1,51
"1307","USA",5,1995,2,75
"1308","USA",5,1995,2,76
"1309","USA",4,1995,1,58
"1310","USA",8,1995,2,63
"1311","USA",2,1995,1,80
"1312","USA",7,1995,1,23
"1313","USA",7,1995,2,70
"1314","USA",6,1995,1,57
"1315","USA",10,1995,2,42
"1316","USA",5,1995,1,81
"1317","USA",6,1995,2,49
"1318","USA",6,1995,1,28
"1319","USA",5,1995,2,50
"1320","USA",5,1995,2,30
"1321","USA",6,1995,1,-1
"1322","USA",5,1995,1,46
"1323","USA",6,1995,1,43
"1324","USA",3,1995,1,59
"1325","USA",5,1995,1,59
"1326","USA",8,1995,2,54
"1327","USA",7,1995,1,39
"1328","USA",5,1995,1,65
"1329","USA",5,1995,1,73
"1330","USA",7,1995,2,40
"1331","USA",NA,1995,2,59
"1332","USA",5,1995,2,72
"1333","USA",5,1995,1,71
"1334","USA",5,1995,1,25
"1335","USA",5,1995,2,55
"1336","USA",5,1995,1,55
"1337","USA",8,1995,1,70
"1338","USA",7,1995,2,26
"1339","USA",9,1995,2,45
"1340","USA",6,1995,1,49
"1341","USA",7,1995,2,77
"1342","USA",6,1995,1,53
"1343","USA",6,1995,2,42
"1344","USA",6,1995,1,21
"1345","USA",7,1995,2,19
"1346","USA",8,1995,1,42
"1347","USA",9,1995,1,36
"1348","USA",5,1995,1,37
"1349","USA",NA,1995,2,59
"1350","USA",NA,1995,2,40
"1351","USA",5,1995,1,46
"1352","USA",NA,1995,2,42
"1353","USA",9,1995,1,41
"1354","USA",NA,1995,1,68
"1355","USA",7,1995,2,49
"1356","USA",5,1995,2,24
"1357","USA",8,1995,2,57
"1358","USA",2,1995,1,20
"1359","USA",7,1995,1,49
"1360","USA",5,1995,1,25
"1361","USA",5,1995,2,76
"1362","USA",6,1995,2,44
"1363","USA",5,1995,2,38
"1364","USA",NA,1995,2,66
"1365","USA",5,1995,2,66
"1366","USA",9,1995,1,37
"1367","USA",8,1995,2,50
"1368","USA",5,1995,2,43
"1369","USA",8,1995,1,68
"1370","USA",8,1995,1,61
"1371","USA",3,1995,2,42
"1372","USA",10,1995,1,64
"1373","USA",5,1995,2,59
"1374","USA",10,1995,2,56
"1375","USA",9,1995,1,40
"1376","USA",6,1995,1,48
"1377","USA",10,1995,2,47
"1378","USA",5,1995,2,30
"1379","USA",5,1995,2,26
"1380","USA",7,1995,1,21
"1381","USA",5,1995,2,58
"1382","USA",10,1995,1,64
"1383","USA",3,1995,1,40
"1384","USA",9,1995,1,75
"1385","USA",NA,1995,1,64
"1386","USA",1,1995,2,47
"1387","USA",NA,1995,2,23
"1388","USA",5,1995,2,43
"1389","USA",10,1995,2,68
"1390","USA",9,1995,2,32
"1391","USA",9,1995,2,20
"1392","USA",5,1995,2,40
"1393","USA",5,1995,1,32
"1394","USA",NA,1995,2,73
"1395","USA",NA,1995,2,39
"1396","USA",7,1995,2,22
"1397","USA",7,1995,2,40
"1398","USA",NA,1995,1,22
"1399","USA",5,1995,1,86
"1400","USA",NA,1995,1,39
"1401","USA",5,1995,2,35
"1402","USA",6,1995,1,80
"1403","USA",5,1995,2,94
"1404","USA",NA,1995,1,79
"1405","USA",8,1995,1,71
"1406","USA",6,1995,2,79
"1407","USA",6,1995,2,85
"1408","USA",6,1995,2,23
"1409","USA",5,1995,2,-1
"1410","USA",5,1995,1,81
"1411","USA",3,1995,1,40
"1412","USA",6,1995,1,25
"1413","USA",10,1995,1,56
"1414","USA",10,1995,1,40
"1415","USA",5,1995,1,49
"1416","USA",3,1995,2,30
"1417","USA",8,1995,1,87
"1418","USA",9,1995,1,60
"1419","USA",6,1995,2,71
"1420","USA",6,1995,2,72
"1421","USA",7,1995,2,72
"1422","USA",5,1995,1,69
"1423","USA",9,1995,2,55
"1424","USA",5,1995,2,65
"1425","USA",6,1995,1,65
"1426","USA",9,1995,1,37
"1427","USA",3,1995,1,66
"1428","USA",6,1995,2,70
"1429","USA",6,1995,1,65
"1430","USA",7,1995,2,55
"1431","USA",6,1995,1,73
"1432","USA",4,1995,2,36
"1433","USA",7,1995,1,19
"1434","USA",1,1995,2,58
"1435","USA",5,1995,1,30
"1436","USA",4,1995,1,40
"1437","USA",5,1995,1,61
"1438","USA",6,1995,2,25
"1439","USA",5,1995,2,60
"1440","USA",5,1995,1,43
"1441","USA",8,1995,1,47
"1442","USA",4,1995,2,65
"1443","USA",6,1995,1,52
"1444","USA",4,1995,1,44
"1445","USA",5,1995,1,87
"1446","USA",9,1995,1,67
"1447","USA",9,1995,2,39
"1448","USA",8,1995,1,36
"1449","USA",9,1995,2,39
"1450","USA",8,1995,2,-1
"1451","USA",7,1995,2,46
"1452","USA",3,1995,2,26
"1453","USA",5,1995,1,28
"1454","USA",NA,1995,1,44
"1455","USA",5,1995,1,28
"1456","USA",4,1995,2,31
"1457","USA",8,1995,1,73
"1458","USA",5,1995,1,66
"1459","USA",3,1995,2,36
"1460","USA",3,1995,2,41
"1461","USA",6,1995,2,30
"1462","USA",6,1995,2,45
"1463","USA",5,1995,2,31
"1464","USA",6,1995,1,36
"1465","USA",4,1995,2,52
"1466","USA",6,1995,1,60
"1467","USA",NA,1995,1,60
"1468","USA",3,1995,2,39
"1469","USA",6,1995,2,49
"1470","USA",5,1995,1,74
"1471","USA",6,1995,1,53
"1472","USA",9,1995,1,32
"1473","USA",NA,1995,1,62
"1474","USA",NA,1995,2,35
"1475","USA",6,1995,2,44
"1476","USA",NA,1995,1,71
"1477","USA",10,1995,1,41
"1478","USA",7,1995,1,43
"1479","USA",NA,1995,2,55
"1480","USA",5,1995,2,68
"1481","USA",5,1995,2,29
"1482","USA",7,1995,1,20
"1483","USA",5,1995,2,60
"1484","USA",5,1995,2,65
"1485","USA",5,1995,1,50
"1486","USA",5,1995,2,54
"1487","USA",5,1995,1,57
"1488","USA",5,1995,2,47
"1489","USA",6,1995,1,65
"1490","USA",7,1995,2,45
"1491","USA",7,1995,1,60
"1492","USA",7,1995,2,36
"1493","USA",NA,1995,1,72
"1494","USA",8,1995,2,66
"1495","USA",3,1995,1,78
"1496","USA",5,1995,1,30
"1497","USA",8,1995,2,37
"1498","USA",8,1995,1,26
"1499","USA",NA,1995,2,35
"1500","USA",4,1995,2,24
"1501","USA",6,1995,2,38
"1502","USA",8,1995,1,23
"1503","USA",8,1995,1,54
"1504","USA",5,1995,1,21
"1505","USA",NA,1995,2,70
"1506","USA",NA,1995,1,33
"1507","USA",NA,1995,2,74
"1508","USA",NA,1995,2,85
"1509","USA",10,1995,1,23
"1510","USA",5,1995,2,35
"1511","USA",NA,1995,2,43
"1512","USA",1,1995,1,35
"1513","USA",5,1995,1,45
"1514","USA",NA,1995,2,47
"1515","USA",10,1995,1,65
"1516","USA",5,1995,1,46
"1517","USA",5,1995,1,72
"1518","USA",4,1995,2,31
"1519","USA",NA,1995,2,79
"1520","USA",9,1995,1,71
"1521","USA",3,1995,2,41
"1522","USA",NA,1995,1,77
"1523","USA",8,1995,2,75
"1524","USA",5,1995,1,78
"1525","USA",8,1995,1,69
"1526","USA",3,1995,2,40
"1527","USA",8,1995,2,28
"1528","USA",7,1995,1,24
"1529","USA",6,1995,2,34
"1530","USA",6,1995,1,29
"1531","USA",NA,1995,2,83
"1532","USA",7,1995,1,83
"1533","USA",5,1995,2,81
"1534","USA",NA,1995,2,64
"1535","USA",5,1995,2,72
"1536","USA",5,1995,1,39
"1537","USA",3,1995,2,38
"1538","USA",8,1995,2,33
"1539","USA",7,1995,2,81
"1540","USA",6,1995,1,46
"1541","USA",5,1995,1,59
"1542","USA",NA,1995,2,66
"1543","USA",10,1999,2,56
"1544","USA",5,1999,2,42
"1545","USA",6,1999,2,37
"1546","USA",8,1999,2,46
"1547","USA",9,1999,2,48
"1548","USA",5,1999,2,38
"1549","USA",NA,1999,2,51
"1550","USA",9,1999,2,48
"1551","USA",10,1999,2,76
"1552","USA",6,1999,1,44
"1553","USA",5,1999,2,41
"1554","USA",9,1999,2,30
"1555","USA",NA,1999,1,44
"1556","USA",6,1999,1,41
"1557","USA",6,1999,2,40
"1558","USA",10,1999,1,53
"1559","USA",4,1999,2,44
"1560","USA",8,1999,2,25
"1561","USA",NA,1999,2,21
"1562","USA",5,1999,2,37
"1563","USA",7,1999,2,45
"1564","USA",8,1999,2,21
"1565","USA",5,1999,1,45
"1566","USA",1,1999,2,43
"1567","USA",3,1999,2,33
"1568","USA",8,1999,1,47
"1569","USA",4,1999,2,37
"1570","USA",9,1999,2,56
"1571","USA",1,1999,2,40
"1572","USA",NA,1999,2,21
"1573","USA",3,1999,2,42
"1574","USA",7,1999,1,37
"1575","USA",3,1999,2,35
"1576","USA",5,1999,1,48
"1577","USA",4,1999,1,40
"1578","USA",6,1999,2,44
"1579","USA",5,1999,2,21
"1580","USA",3,1999,1,22
"1581","USA",5,1999,2,69
"1582","USA",6,1999,2,29
"1583","USA",7,1999,2,49
"1584","USA",5,1999,2,39
"1585","USA",6,1999,1,18
"1586","USA",10,1999,1,46
"1587","USA",6,1999,2,24
"1588","USA",5,1999,2,49
"1589","USA",6,1999,2,79
"1590","USA",3,1999,2,64
"1591","USA",6,1999,2,40
"1592","USA",9,1999,2,43
"1593","USA",5,1999,1,55
"1594","USA",10,1999,2,33
"1595","USA",6,1999,1,27
"1596","USA",8,1999,2,22
"1597","USA",NA,1999,2,54
"1598","USA",8,1999,2,46
"1599","USA",7,1999,2,35
"1600","USA",6,1999,1,27
"1601","USA",2,1999,1,22
"1602","USA",7,1999,2,22
"1603","USA",10,1999,2,27
"1604","USA",9,1999,1,21
"1605","USA",5,1999,2,49
"1606","USA",7,1999,1,54
"1607","USA",7,1999,2,36
"1608","USA",5,1999,1,30
"1609","USA",5,1999,1,50
"1610","USA",3,1999,2,48
"1611","USA",4,1999,2,54
"1612","USA",6,1999,2,61
"1613","USA",6,1999,1,74
"1614","USA",7,1999,2,55
"1615","USA",1,1999,1,29
"1616","USA",5,1999,2,21
"1617","USA",6,1999,2,27
"1618","USA",5,1999,2,55
"1619","USA",3,1999,1,28
"1620","USA",3,1999,1,41
"1621","USA",8,1999,2,19
"1622","USA",5,1999,2,23
"1623","USA",5,1999,2,49
"1624","USA",3,1999,1,53
"1625","USA",8,1999,1,40
"1626","USA",1,1999,2,49
"1627","USA",1,1999,1,55
"1628","USA",5,1999,1,38
"1629","USA",6,1999,2,62
"1630","USA",10,1999,1,18
"1631","USA",5,1999,2,52
"1632","USA",8,1999,1,71
"1633","USA",8,1999,1,70
"1634","USA",5,1999,1,34
"1635","USA",6,1999,1,52
"1636","USA",9,1999,2,72
"1637","USA",7,1999,1,43
"1638","USA",8,1999,2,28
"1639","USA",7,1999,1,24
"1640","USA",NA,1999,2,41
"1641","USA",7,1999,2,46
"1642","USA",5,1999,2,36
"1643","USA",10,1999,1,32
"1644","USA",8,1999,1,25
"1645","USA",8,1999,1,75
"1646","USA",5,1999,2,42
"1647","USA",6,1999,1,24
"1648","USA",5,1999,1,21
"1649","USA",2,1999,1,25
"1650","USA",5,1999,1,21
"1651","USA",NA,1999,1,26
"1652","USA",5,1999,2,80
"1653","USA",3,1999,2,53
"1654","USA",5,1999,1,20
"1655","USA",3,1999,1,47
"1656","USA",3,1999,1,27
"1657","USA",5,1999,2,65
"1658","USA",1,1999,2,29
"1659","USA",5,1999,2,29
"1660","USA",3,1999,1,21
"1661","USA",3,1999,2,41
"1662","USA",6,1999,2,44
"1663","USA",5,1999,1,79
"1664","USA",6,1999,2,32
"1665","USA",5,1999,2,64
"1666","USA",5,1999,2,47
"1667","USA",7,1999,1,46
"1668","USA",6,1999,2,62
"1669","USA",8,1999,2,63
"1670","USA",5,1999,2,46
"1671","USA",8,1999,2,42
"1672","USA",9,1999,2,31
"1673","USA",10,1999,1,37
"1674","USA",8,1999,2,19
"1675","USA",4,1999,1,35
"1676","USA",5,1999,2,43
"1677","USA",6,1999,2,75
"1678","USA",6,1999,2,67
"1679","USA",8,1999,1,76
"1680","USA",7,1999,1,82
"1681","USA",3,1999,2,40
"1682","USA",8,1999,1,54
"1683","USA",2,1999,2,82
"1684","USA",8,1999,2,76
"1685","USA",9,1999,2,76
"1686","USA",5,1999,2,57
"1687","USA",4,1999,2,42
"1688","USA",NA,1999,2,19
"1689","USA",7,1999,1,21
"1690","USA",5,1999,2,38
"1691","USA",NA,1999,1,23
"1692","USA",6,1999,2,59
"1693","USA",4,1999,1,24
"1694","USA",6,1999,1,24
"1695","USA",5,1999,1,24
"1696","USA",NA,1999,2,22
"1697","USA",5,1999,1,52
"1698","USA",7,1999,2,32
"1699","USA",9,1999,1,51
"1700","USA",5,1999,2,42
"1701","USA",5,1999,1,38
"1702","USA",6,1999,1,57
"1703","USA",8,1999,2,43
"1704","USA",10,1999,2,26
"1705","USA",4,1999,2,34
"1706","USA",6,1999,1,38
"1707","USA",6,1999,1,47
"1708","USA",6,1999,2,33
"1709","USA",1,1999,1,53
"1710","USA",7,1999,1,57
"1711","USA",7,1999,2,39
"1712","USA",6,1999,1,36
"1713","USA",5,1999,2,33
"1714","USA",6,1999,1,58
"1715","USA",10,1999,2,39
"1716","USA",5,1999,2,62
"1717","USA",8,1999,2,61
"1718","USA",5,1999,2,41
"1719","USA",6,1999,2,61
"1720","USA",4,1999,1,32
"1721","USA",8,1999,2,37
"1722","USA",5,1999,2,18
"1723","USA",9,1999,2,48
"1724","USA",5,1999,2,28
"1725","USA",10,1999,1,28
"1726","USA",6,1999,1,20
"1727","USA",7,1999,2,51
"1728","USA",4,1999,2,72
"1729","USA",4,1999,2,24
"1730","USA",4,1999,1,38
"1731","USA",6,1999,1,18
"1732","USA",5,1999,2,18
"1733","USA",5,1999,1,23
"1734","USA",6,1999,1,22
"1735","USA",6,1999,2,44
"1736","USA",5,1999,2,31
"1737","USA",6,1999,2,36
"1738","USA",6,1999,2,50
"1739","USA",5,1999,2,26
"1740","USA",5,1999,1,40
"1741","USA",6,1999,2,63
"1742","USA",5,1999,2,37
"1743","USA",10,1999,2,40
"1744","USA",6,1999,2,34
"1745","USA",6,1999,2,36
"1746","USA",6,1999,1,32
"1747","USA",5,1999,2,27
"1748","USA",5,1999,2,49
"1749","USA",8,1999,1,19
"1750","USA",5,1999,2,28
"1751","USA",6,1999,2,52
"1752","USA",4,1999,1,42
"1753","USA",3,1999,2,41
"1754","USA",2,1999,1,48
"1755","USA",5,1999,2,45
"1756","USA",6,1999,1,55
"1757","USA",6,1999,2,38
"1758","USA",5,1999,1,23
"1759","USA",5,1999,1,37
"1760","USA",6,1999,2,24
"1761","USA",7,1999,1,25
"1762","USA",5,1999,2,21
"1763","USA",5,1999,2,21
"1764","USA",8,1999,2,26
"1765","USA",8,1999,2,52
"1766","USA",5,1999,2,43
"1767","USA",4,1999,1,33
"1768","USA",7,1999,1,19
"1769","USA",6,1999,2,37
"1770","USA",5,1999,1,34
"1771","USA",6,1999,1,66
"1772","USA",5,1999,2,40
"1773","USA",10,1999,2,55
"1774","USA",9,1999,2,43
"1775","USA",1,1999,2,19
"1776","USA",1,1999,2,22
"1777","USA",6,1999,1,19
"1778","USA",8,1999,2,53
"1779","USA",5,1999,2,50
"1780","USA",7,1999,2,39
"1781","USA",9,1999,1,78
"1782","USA",5,1999,1,22
"1783","USA",6,1999,2,59
"1784","USA",6,1999,1,75
"1785","USA",6,1999,1,31
"1786","USA",6,1999,2,49
"1787","USA",5,1999,2,56
"1788","USA",5,1999,2,66
"1789","USA",2,1999,1,61
"1790","USA",6,1999,2,46
"1791","USA",4,1999,2,47
