"","SortID","InstanceID","sms_dataid","sms_id","treatment","surveygroup","panel","sarajevocity","sarajevosurvey","panelcity","allwave","nationwave","panelwave","wave3","entity","rs","federation","region","type","urban","rural","municipality","municipality2","municipality3","centar","novigrad","novosarajevo","starigrad","sarajevocanton","panelcitycanton","tuzla","banjaluka","ethnicity","Bosniak","Croat","Serb","Bosnian","other","bosniakfavorable","croatfavorable","serbfavorable","ethnocentric","Men","age","Education","unemployed","religious","voteeu","heardofpride","prideknowledge","supportpride","rightspride","rightsnopride","rightsyesnopride","metgay","closetogay","gayrights","knewvictim","alphaclosecontact","GayActivistTreatment","HomophobeTreatment","AttendPride","ProtestPride","dgbias","magdgbias","dgprogay","dgantigay","municipalitystr","municipalcode","hadzic_merge","ethnic_vote_share","casualty","log_casualty","hhi_sb","hhi_cb","hhi_sc","pop_density","log_pop_density","refugees","cem_strata","cem_matched","cem_weights"
"379",379,458239,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,5,1,1,1,127,127,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,1,1,0,0,24,6,0,2,1,1,1,1,NA,NA,NA,1,0,NA,1,0.666666686534882,0,1,0,10,1,1000,0,1000,"Konjic",127,3,68.7330093383789,2.26081418991089,0.815724968910217,0.457515567541122,0.451386034488678,0.221675157546997,40.2920112609863,3.69615316390991,1.9143990278244,1,1,1
"380",380,451486,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,8,2,0,2,106,106,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,4,2,2,1,1,29,6,0,2,1,1,4,1,0,0,NA,3,0,0,1,1,0,1,0,10,1,1000,0,1000,"Livno",106,3,89.2222595214844,0.231527090072632,-1.4630583524704,0.12401657551527,0.626656651496887,0.648580193519592,40.8450698852539,3.70978617668152,2.39655160903931,10,1,1
"381",381,456090,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,10,1,1,1,180,180,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,3,3,1,1,1,63,5,1,3,0,1,4,1,0,0,NA,1,0,1,1,0.75,0,1,0,10,1,1000,0,1000,"Bileca",180,3,98.3130722045898,0.767841041088104,-0.264172583818436,0.698879241943359,0.143746748566628,0.797145843505859,20.985782623291,3.04384517669678,5.47274923324585,21,1,1
"382",382,463754,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,12,2,0,2,165,165,0,0,0,0,0,0,4,0,0,5,0,0,0,1,0,2,2,2,0,1,75,1,0,2,0,1,3,1,0,0,NA,1,0,1,1,0.75,0,1,0,10,1,1000,0,1000,"Foca (Srbinje)",165,3,95.859733581543,6.79288148880005,1.91587519645691,0.484556138515472,0.510869264602661,0.44978055357933,32.000789642334,3.46576046943665,5.18352127075195,4,1,1
"383",383,463758,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,12,2,0,2,165,165,0,0,0,0,0,0,4,0,0,5,0,0,0,1,0,2,2,2,0,0,66,6,0,2,0,1,3,1,0,0,NA,1,0,3,1,1.25,0,1,0,10,1,1000,0,1000,"Foca (Srbinje)",165,3,95.859733581543,6.79288148880005,1.91587519645691,0.484556138515472,0.510869264602661,0.44978055357933,32.000789642334,3.46576046943665,5.18352127075195,22,1,1
"384",384,452733,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,9,2,0,2,34,34,0,0,0,0,0,0,4,0,1,3,0,0,1,0,0,4,4,4,0,0,61,9,0,1,1,1,NA,1,0,1,0,1,0,6,2,2.25,0,1,0,10,1,1000,0,1000,"Banja Luka",34,3,92.940544128418,0.919812738895416,-0.0835851430892944,0.461521625518799,0.147138878703117,0.460945427417755,157.943496704102,5.06223726272583,5.15759468078613,20,1,1
"385",385,463760,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,12,2,0,2,165,165,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,NA,NA,NA,0,0,43,9,0,2,0,1,4,1,NA,NA,NA,1,0,NA,1,0.666666686534882,0,1,NA,10,1,1000,0,1000,"Foca (Srbinje)",165,3,95.859733581543,6.79288148880005,1.91587519645691,0.484556138515472,0.510869264602661,0.44978055357933,32.000789642334,3.46576046943665,5.18352127075195,14,1,1
"386",386,463752,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,12,2,0,2,165,165,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,NA,NA,NA,0,1,24,6,0,2,0,1,4,1,NA,NA,NA,1,0,NA,1,0.666666686534882,0,1,NA,10,1,1000,0,1000,"Foca (Srbinje)",165,3,95.859733581543,6.79288148880005,1.91587519645691,0.484556138515472,0.510869264602661,0.44978055357933,32.000789642334,3.46576046943665,5.18352127075195,2,1,1
"387",387,449778,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,2,1,1,1,50,50,0,0,0,0,0,0,4,1,0,1,1,0,0,0,0,1,2,2,1,0,30,9,0,2,1,1,4,1,0,0,NA,1,0,0,2,0.75,0,1,0,9,1,1000,0,1000,"Tuzla",50,3,51.9989204406738,1.02493584156036,0.0246299766004086,0.397412896156311,0.39727771282196,0.154497846961021,434.382843017578,6.07392644882202,1.2543877363205,9,1,1
"388",388,454765,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,5,2,0,2,126,126,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,2,2,1,1,23,5,0,1,1,1,3,1,0,0,NA,1,0,0,1,0.5,0,1,0,8,1,1000,0,1000,"Jablanica",126,3,67.2716751098633,2.16688990592957,0.773292899131775,0.681420147418976,0.609063863754272,0.15513077378273,42.1627922058105,3.74153804779053,2.08021426200867,2,1,1
"389",389,451410,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,4,1,1,1,110,110,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,2,2,3,1,0,49,3,0,3,0,1,4,1,0,0,NA,1,0,0,1,0.5,0,1,0,8,1,1000,0,1000,"Gornji Vakuf - Uskopolje",110,3,79.3779067993164,2.50982880592346,0.920214533805847,0.554176092147827,0.500853478908539,0.420882314443588,62.6393051147461,4.1373929977417,5.24601888656616,15,1,1
"390",390,456093,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,10,1,1,1,180,180,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,3,3,1,1,1,35,6,0,2,0,1,4,1,0,0,NA,3,0,2,3,2,0,1,0,7,1,1000,0,1000,"Bileca",180,3,98.3130722045898,0.767841041088104,-0.264172583818436,0.698879241943359,0.143746748566628,0.797145843505859,20.985782623291,3.04384517669678,5.47274923324585,11,1,1
"391",391,456627,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,2,2,0,2,98,98,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,2,2,2,0,1,71,6,0,2,1,1,4,1,0,0,NA,1,0,2,1,1,0,1,0,7,1,1000,0,1000,"Kladanj",98,3,78.6688842773438,1.41879272460938,0.349806368350983,0.602042198181152,0.720922350883484,0.243724331259727,49.4461555480957,3.90088438987732,2.15308022499084,24,1,1
"392",392,460769,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,3,2,0,2,96,96,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,3,3,3,0,0,59,3,0,3,1,1,2,1,0,1,0,1,0,6,2,2.25,0,1,5,6,1,1000,0,1000,"Olovo",96,3,70.6388702392578,1.66902565956116,0.512240052223206,0.636297881603241,0.714719831943512,0.163125067949295,41.5588226318359,3.72710990905762,1.64543521404266,20,1,1
"393",393,448493,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,4,2,0,2,109,109,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,NA,NA,NA,0,0,31,6,1,3,1,1,3,2,0,1,0,1,0,6,1,2,0,1,3,6,1,1000,0,1000,"Bugojno",109,3,62.9835014343262,1.69549357891083,0.527973890304565,0.348202139139175,0.384996086359024,0.286800265312195,129.886428833008,4.86666059494019,5.85211896896362,12,1,1
"394",394,456631,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,2,2,0,2,98,98,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,2,2,2,0,0,67,3,0,2,1,1,4,1,0,0,NA,1,0,2,1,1,0,1,0,6,1,1000,0,1000,"Kladanj",98,3,78.6688842773438,1.41879272460938,0.349806368350983,0.602042198181152,0.720922350883484,0.243724331259727,49.4461555480957,3.90088438987732,2.15308022499084,22,1,1
"395",395,448489,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,4,2,0,2,109,109,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,2,2,1,1,29,5,1,2,1,1,4,2,0,0,NA,1,0,2,NA,1,0,1,0,6,1,1000,0,1000,"Bugojno",109,3,62.9835014343262,1.69549357891083,0.527973890304565,0.348202139139175,0.384996086359024,0.286800265312195,129.886428833008,4.86666059494019,5.85211896896362,10,1,1
"396",396,454655,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,4,2,0,2,89,89,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,2,2,2,0,1,21,6,0,2,1,1,4,NA,NA,NA,NA,1,0,5,2,2,0,1,5,5,0,0,500,500,"Donji Vakuf",89,3,69.3264770507812,1.16932857036591,0.156429693102837,0.483378350734711,0.525283217430115,0.364328026771545,70.5287322998047,4.25602006912231,3.65058660507202,2,1,1
"397",397,452700,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,4,2,0,2,129,129,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,3,4,3,1,0,52,3,0,2,1,1,2,2,0,0,NA,NA,0,5,2,2.33333325386047,0,1,5,5,0,-600,800,200,"Kresevo",129,3,88.7438125610352,1.66394293308258,0.509190082550049,0.222623288631439,0.584410667419434,0.69536280632019,45.1744956970215,3.81053256988525,2.21363830566406,18,1,1
"398",398,462288,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,7,2,0,2,131,131,0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,2,2,2,0,1,50,6,0,2,1,1,4,1,0,1,0,4,0,10,1,3.75,0,1,5,5,1,998,1,999,"Ilidza",131,3,67.4692840576172,2.42724871635437,0.88675844669342,0.402633100748062,0.368785381317139,0.310633391141891,401.994079589844,5.99643754959106,3.7137348651886,18,1,1
"399",399,460760,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,3,2,0,2,42,42,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,2,2,2,0,0,18,3,0,3,1,1,4,1,0,0,NA,4,0,1,1,1.5,0,1,4,4,0,0,500,500,"Maglaj",42,3,64.5067901611328,1.99133396148682,0.688804745674133,0.392639189958572,0.373695403337479,0.262814313173294,112.696105957031,4.72469472885132,2.42002391815186,2,1,1
"400",400,460773,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,3,2,0,2,96,96,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,2,2,2,0,1,47,5,1,2,1,0,1,1,0,0,NA,1,0,2,2,1.25,0,1,3,4,1,1000,0,1000,"Olovo",96,3,70.6388702392578,1.66902565956116,0.512240052223206,0.636297881603241,0.714719831943512,0.163125067949295,41.5588226318359,3.72710990905762,1.64543521404266,16,1,1
"401",401,457018,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,5,2,0,2,127,127,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,2,2,1,0,27,6,1,2,1,1,3,2,0,1,0,1,0,8,2,2.75,0,1,0,2,0,0,500,500,"Konjic",127,3,68.7330093383789,2.26081418991089,0.815724968910217,0.457515567541122,0.451386034488678,0.221675157546997,40.2920112609863,3.69615316390991,1.9143990278244,10,1,1
"402",402,448488,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,4,2,0,2,109,109,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,2,2,1,1,36,9,0,3,1,1,3,2,0,1,0,1,0,8,1,2.5,0,1,0,2,1,800,100,900,"Bugojno",109,3,62.9835014343262,1.69549357891083,0.527973890304565,0.348202139139175,0.384996086359024,0.286800265312195,129.886428833008,4.86666059494019,5.85211896896362,12,1,1
"403",403,460757,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,3,1,1,1,39,39,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,3,2,2,1,1,39,6,0,3,1,1,1,1,0,0,NA,1,0,0,1,0.5,0,1,3,1,1,1000,0,1000,"Tesanj",39,3,69.9545135498047,1.55115509033203,0.438999891281128,0.667619943618774,0.611524224281311,0.153255775570869,218.378372192383,5.38622903823853,2.62995052337646,13,1,1
"404",404,451483,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,8,2,0,2,106,106,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,4,1,2,1,0,29,6,1,2,1,0,3,1,0,0,NA,1,0,0,1,0.5,0,1,0,1,1,1000,0,1000,"Livno",106,3,89.2222595214844,0.231527090072632,-1.4630583524704,0.12401657551527,0.626656651496887,0.648580193519592,40.8450698852539,3.70978617668152,2.39655160903931,10,1,1
"405",405,454049,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,9,1,1,1,11,11,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,2,2,2,0,0,38,6,0,2,1,1,3,2,0,0,NA,1,0,5,1,1.75,0,1,0,1,0,0,500,500,"Laktasi",11,3,95.0647659301758,0.79780101776123,-0.225896060466766,0.797182321548462,0.0760587230324745,0.740918159484863,76.8865966796875,4.34233140945435,0.512872099876404,13,1,1
"406",406,459129,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,2,2,0,2,44,44,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,3,3,3,0,1,43,6,0,2,1,1,4,1,0,0,NA,1,0,0,1,0.5,0,1,0,1,1,1000,0,1000,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1,1
"407",407,460772,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,3,2,0,2,96,96,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,2,2,2,0,0,65,2,0,3,1,0,1,1,0,0,NA,1,0,0,1,0.5,0,1,7,0,0,0,500,500,"Olovo",96,3,70.6388702392578,1.66902565956116,0.512240052223206,0.636297881603241,0.714719831943512,0.163125067949295,41.5588226318359,3.72710990905762,1.64543521404266,22,1,1
"408",408,459246,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,2,1,1,1,98,98,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,3,2,2,1,1,20,5,0,2,1,1,4,1,0,0,NA,1,0,4,1,1.5,0,1,6,0,1,1000,0,1000,"Kladanj",98,3,78.6688842773438,1.41879272460938,0.349806368350983,0.602042198181152,0.720922350883484,0.243724331259727,49.4461555480957,3.90088438987732,2.15308022499084,1,1,1
"409",409,458548,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,7,2,0,2,118,118,0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,2,3,3,1,0,69,3,0,2,1,1,4,1,0,1,0,1,0,9,1,2.75,0,1,0,0,1,1000,0,1000,"Ilijas",118,3,63.8187294006348,2.21172165870667,0.793771266937256,0.435494631528854,0.370798796415329,0.399081975221634,77.9690399169922,4.3563117980957,1.66375482082367,24,1,1
"410",410,460658,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,9,2,0,2,10,10,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,2,2,1,1,0,60,6,1,3,1,1,4,1,0,1,0,1,0,10,1,3,0,1,0,0,1,1000,0,1000,"Bosanska Gradiska (Gradiska)",10,3,94.6784820556641,1.00710308551788,0.00707797007635236,0.494210481643677,0.227531030774117,0.549107372760773,78.7060394287109,4.36571979522705,9.47243785858154,20,1,1
"411",411,450360,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,3,2,0,2,93,93,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,4,4,1,0,52,2,0,2,1,0,3,1,0,0,NA,1,0,0,1,0.5,0,1,0,0,1,1000,0,1000,"Zenica",93,3,70.107795715332,1.00538086891174,0.0053663901053369,0.465357393026352,0.465240269899368,0.154425710439682,288.152465820312,5.663489818573,1.56339120864868,18,1,1
"412",412,451644,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,10,2,0,2,83,83,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,2,2,1,0,30,3,1,3,1,1,3,1,0,0,NA,1,0,5,1,1.75,0,1,0,0,1,1000,0,1000,"Zvornik",83,3,89.1895217895508,5.05566167831421,1.62050867080688,0.508816540241241,0.590203821659088,0.378153145313263,162.915832519531,5.09323358535767,9.77427864074707,10,1,1
"413",413,455853,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,11,1,1,1,17,17,0,0,0,0,0,0,4,0,0,5,0,0,0,1,0,1,1,1,0,0,52,5,0,2,1,1,2,1,0,0,NA,1,0,5,2,2,0,1,0,0,1,1000,0,1000,"Odzak",17,3,81.5004959106445,0.898323118686676,-0.107225440442562,0.198175504803658,0.450762808322906,0.452151715755463,146.614639282227,4.9878077507019,7.22983741760254,17,1,1
"414",414,450356,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,4,1,1,1,112,112,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,3,1,3,1,1,69,5,0,3,1,1,1,1,0,0,NA,1,0,0,1,0.5,0,1,0,0,1,1000,0,1000,"Vitez",112,3,87.9922714233398,3.60745191574097,1.28300166130066,0.371844500303268,0.435132712125778,0.412500858306885,175.213836669922,5.16600704193115,2.19677662849426,23,1,1
"415",415,460765,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,3,2,0,2,42,42,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,NA,NA,NA,0,0,55,3,0,3,1,0,1,1,0,0,NA,1,0,0,1,0.5,0,1,0,0,1,1000,0,1000,"Maglaj",42,3,64.5067901611328,1.99133396148682,0.688804745674133,0.392639189958572,0.373695403337479,0.262814313173294,112.696105957031,4.72469472885132,2.42002391815186,18,1,1
"416",416,453976,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,9,2,0,2,34,34,0,0,0,0,0,0,4,0,1,3,0,0,1,0,0,2,2,2,0,0,61,8,0,1,0,1,3,1,0,1,0,1,0,8,1,2.5,0,1,0,0,1,1000,0,1000,"Banja Luka",34,3,92.940544128418,0.919812738895416,-0.0835851430892944,0.461521625518799,0.147138878703117,0.460945427417755,157.943496704102,5.06223726272583,5.15759468078613,20,1,1
"417",417,454222,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,10,2,0,2,105,105,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,3,3,2,1,1,18,7,0,2,0,1,4,NA,NA,NA,NA,1,0,0,1,0.5,0,1,0,0,1,1000,0,1000,"Srebrenica",105,3,90.7218475341797,20.8558330535889,3.03763365745544,0.630288600921631,0.750943779945374,0.225749894976616,68.791748046875,4.23108386993408,4.67463064193726,2,1,1
"418",418,463609,NA,NA,1,2,0,1,1,2,2,2,NA,0,1,0,1,7,1,1,1,133,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,NA,NA,NA,0,0,81,3,0,3,0,0,3,1,0,0,NA,1,0,0,1,0.5,0,1,0,0,1,1000,0,1000,"Novi Grad Sarajevo",133,3,55.1877136230469,2.34525966644287,0.852396130561829,0.426352620124817,0.457916766405106,0.234979271888733,2846.16674804688,7.95372819900513,2.40528202056885,5,1,1
"419",419,454661,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,4,2,0,2,89,89,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,3,2,3,1,1,31,5,0,3,1,1,NA,1,0,1,0,1,0,6,3,2.5,0,1,0,0,1,1000,0,1000,"Donji Vakuf",89,3,69.3264770507812,1.16932857036591,0.156429693102837,0.483378350734711,0.525283217430115,0.364328026771545,70.5287322998047,4.25602006912231,3.65058660507202,12,1,1
"420",420,452732,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,9,2,0,2,34,34,0,0,0,0,0,0,4,0,1,3,0,0,1,0,0,2,2,2,0,0,45,6,0,1,1,1,3,2,0,1,0,1,0,8,1,2.5,0,1,0,0,1,1000,0,1000,"Banja Luka",34,3,92.940544128418,0.919812738895416,-0.0835851430892944,0.461521625518799,0.147138878703117,0.460945427417755,157.943496704102,5.06223726272583,5.15759468078613,16,1,1
"421",421,454044,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,9,1,1,1,11,11,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,4,4,4,0,1,77,8,0,2,1,1,3,2,0,1,0,1,0,8,1,2.5,0,1,0,0,1,1000,0,1000,"Laktasi",11,3,95.0647659301758,0.79780101776123,-0.225896060466766,0.797182321548462,0.0760587230324745,0.740918159484863,76.8865966796875,4.34233140945435,0.512872099876404,3,1,1
"422",422,450366,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,3,2,0,2,93,93,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,4,4,1,0,40,3,0,NA,1,0,1,1,0,0,NA,1,0,0,1,0.5,0,1,0,0,1,1000,0,1000,"Zenica",93,3,70.107795715332,1.00538086891174,0.0053663901053369,0.465357393026352,0.465240269899368,0.154425710439682,288.152465820312,5.663489818573,1.56339120864868,14,1,1
"423",423,450700,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,1,1,1,1,2,2,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,2,NA,NA,1,1,44,3,0,NA,1,1,1,1,0,0,NA,1,0,0,1,0.5,0,1,0,0,1,1000,0,1000,"Cazin",2,3,80.5432434082031,1.46666872501373,0.382993698120117,0.960973620414734,0.970755338668823,0.0107420021668077,178.115173339844,5.18243026733398,2.14322876930237,15,1,1
"424",424,454671,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,3,2,0,2,117,117,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,1,1,0,1,39,5,0,3,1,0,1,1,0,0,NA,1,0,0,1,0.5,0,1,0,0,1,1000,0,1000,"Breza",117,3,73.3167877197266,1.55916154384613,0.444148182868958,0.666942656040192,0.712131261825562,0.101529441773891,237.219177246094,5.46898460388184,1.43789339065552,14,1,1
"425",425,454739,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,9,2,0,2,9,9,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,4,4,4,0,1,60,9,0,2,1,0,1,2,0,0,NA,2,0,0,2,1,0,1,0,0,1,1000,0,1000,"Prijedor",9,3,92.0699234008789,4.68532037734985,1.54443430900574,0.430787891149521,0.395122140645981,0.37981304526329,134.943649291992,4.90485715866089,12.463680267334,20,1,1
"426",426,460762,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,3,2,0,2,42,42,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,NA,NA,NA,0,1,43,3,1,3,1,0,1,1,0,0,NA,1,0,0,1,0.5,0,1,0,0,1,1000,0,1000,"Maglaj",42,3,64.5067901611328,1.99133396148682,0.688804745674133,0.392639189958572,0.373695403337479,0.262814313173294,112.696105957031,4.72469472885132,2.42002391815186,14,1,1
"427",427,446833,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,2,1,1,1,50,50,0,0,0,0,0,0,4,1,0,3,0,0,1,0,0,NA,NA,NA,0,0,71,3,0,NA,1,0,NA,1,0,0,NA,1,0,0,NA,0.333333343267441,0,1,0,0,1,1000,0,1000,"Tuzla",50,3,51.9989204406738,1.02493584156036,0.0246299766004086,0.397412896156311,0.39727771282196,0.154497846961021,434.382843017578,6.07392644882202,1.2543877363205,23,1,1
"428",428,460764,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,3,2,0,2,42,42,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,NA,NA,1,1,22,5,1,3,1,0,1,1,0,0,NA,1,0,0,1,0.5,0,1,0,0,1,1000,0,1000,"Maglaj",42,3,64.5067901611328,1.99133396148682,0.688804745674133,0.392639189958572,0.373695403337479,0.262814313173294,112.696105957031,4.72469472885132,2.42002391815186,2,1,1
"429",429,444432,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,2,1,1,1,50,50,0,0,0,0,0,0,4,1,0,5,0,0,0,1,0,NA,NA,NA,0,0,32,9,0,NA,1,1,4,1,0,0,NA,1,0,0,NA,0.333333343267441,0,1,0,0,1,1000,0,1000,"Tuzla",50,3,51.9989204406738,1.02493584156036,0.0246299766004086,0.397412896156311,0.39727771282196,0.154497846961021,434.382843017578,6.07392644882202,1.2543877363205,11,1,1
"430",430,454047,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,9,1,1,1,11,11,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,NA,NA,1,1,0,57,6,0,3,0,1,4,NA,NA,NA,NA,1,0,0,1,0.5,0,1,0,0,1,1000,0,1000,"Laktasi",11,3,95.0647659301758,0.79780101776123,-0.225896060466766,0.797182321548462,0.0760587230324745,0.740918159484863,76.8865966796875,4.34233140945435,0.512872099876404,19,1,1
"431",431,465603,NA,NA,1,2,0,0,0,3,2,2,NA,0,3,0,0,13,1,1,1,200,200,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,4,4,1,1,1,51,5,0,1,0,1,4,NA,NA,NA,NA,1,0,0,1,0.5,0,1,0,0,1,1000,0,1000,"Brcko",200,3,81.5674133300781,1.89439332485199,0.638898611068726,0.366000175476074,0.372424185276031,0.232811704277992,177.742401123047,5.180335521698,7.43378162384033,17,1,1
"432",432,449930,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,3,1,1,1,93,93,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,2,2,1,0,28,9,1,3,1,1,3,2,0,0,NA,1,0,0,1,0.5,0,1,0,0,1,1000,0,1000,"Zenica",93,3,70.107795715332,1.00538086891174,0.0053663901053369,0.465357393026352,0.465240269899368,0.154425710439682,288.152465820312,5.663489818573,1.56339120864868,9,1,1
"433",433,448375,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,10,1,1,1,103,103,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,4,4,2,1,0,40,6,0,3,1,1,3,1,0,0,NA,1,0,5,1,1.75,0,1,0,0,1,1000,0,1000,"Vlasenica",103,3,96.962272644043,8.22579669952393,2.10727524757385,0.495885074138641,0.550591051578522,0.421902388334274,66.9467468261719,4.20389747619629,4.54893636703491,13,1,1
"434",434,451646,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,10,2,0,2,83,83,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,2,2,2,0,1,52,3,1,3,1,1,3,1,0,0,NA,1,0,5,1,1.75,0,1,0,0,1,1000,0,1000,"Zvornik",83,3,89.1895217895508,5.05566167831421,1.62050867080688,0.508816540241241,0.590203821659088,0.378153145313263,162.915832519531,5.09323358535767,9.77427864074707,18,1,1
"435",435,451648,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,10,2,0,2,83,83,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,2,2,1,1,62,2,0,3,1,1,3,1,0,1,0,1,0,6,1,2,0,1,0,0,1,1000,0,1000,"Zvornik",83,3,89.1895217895508,5.05566167831421,1.62050867080688,0.508816540241241,0.590203821659088,0.378153145313263,162.915832519531,5.09323358535767,9.77427864074707,22,1,1
